TextSentence,EAFPath
La cantidad de patos es 17.,/home/ubuntu/repositories/datasets/PUCP_305/DIECISIETE/DIECISIETE_ORACION_2.eaf
La cantidad de patos es 17.,/home/ubuntu/repositories/datasets/PUCP_305/DIECISIETE/DIECISIETE_ORACION_2.eaf
La cantidad de patos es 17.,/home/ubuntu/repositories/datasets/PUCP_305/DIECISIETE/DIECISIETE_ORACION_2.eaf
Yo capté que comía una manzana. ¿Quién? Capté que él.,/home/ubuntu/repositories/datasets/PUCP_305/CAPTAR/CAPTAR_ORACION_1.eaf
Yo capté que comía una manzana. ¿Quién? Capté que él.,/home/ubuntu/repositories/datasets/PUCP_305/CAPTAR/CAPTAR_ORACION_1.eaf
Yo capté que comía una manzana. ¿Quién? Capté que él.,/home/ubuntu/repositories/datasets/PUCP_305/CAPTAR/CAPTAR_ORACION_1.eaf
Yo capté que comía una manzana. ¿Quién? Capté que él.,/home/ubuntu/repositories/datasets/PUCP_305/CAPTAR/CAPTAR_ORACION_1.eaf
Ví a un hombre caminar hacia la playa.,/home/ubuntu/repositories/datasets/PUCP_305/HOMBRE/HOMBRE_ORACION_1.eaf
Ví a un hombre caminar hacia la playa.,/home/ubuntu/repositories/datasets/PUCP_305/HOMBRE/HOMBRE_ORACION_1.eaf
Ví a un hombre caminar hacia la playa.,/home/ubuntu/repositories/datasets/PUCP_305/HOMBRE/HOMBRE_ORACION_1.eaf
Ví a un hombre caminar hacia la playa.,/home/ubuntu/repositories/datasets/PUCP_305/HOMBRE/HOMBRE_ORACION_1.eaf
Ví a un hombre caminar hacia la playa.,/home/ubuntu/repositories/datasets/PUCP_305/HOMBRE/HOMBRE_ORACION_1.eaf
Yo compro una pelota.,/home/ubuntu/repositories/datasets/PUCP_305/PELOTA/PELOTA_ORACION_1.eaf
Yo compro una pelota.,/home/ubuntu/repositories/datasets/PUCP_305/PELOTA/PELOTA_ORACION_1.eaf
La matématica es difícil.,/home/ubuntu/repositories/datasets/PUCP_305/DIFICIL/DIFICIL_ORACION_1.eaf
La matématica es difícil.,/home/ubuntu/repositories/datasets/PUCP_305/DIFICIL/DIFICIL_ORACION_1.eaf
"El y yo, ambos caminabamos, nos sentamos, juntos nos firmamos a una acta y ya estamos casados.",/home/ubuntu/repositories/datasets/PUCP_305/CASAR/CASAR_ORACION_1.eaf
"El y yo, ambos caminabamos, nos sentamos, juntos nos firmamos a una acta y ya estamos casados.",/home/ubuntu/repositories/datasets/PUCP_305/CASAR/CASAR_ORACION_1.eaf
"El y yo, ambos caminabamos, nos sentamos, juntos nos firmamos a una acta y ya estamos casados.",/home/ubuntu/repositories/datasets/PUCP_305/CASAR/CASAR_ORACION_1.eaf
"El y yo, ambos caminabamos, nos sentamos, juntos nos firmamos a una acta y ya estamos casados.",/home/ubuntu/repositories/datasets/PUCP_305/CASAR/CASAR_ORACION_1.eaf
"El y yo, ambos caminabamos, nos sentamos, juntos nos firmamos a una acta y ya estamos casados.",/home/ubuntu/repositories/datasets/PUCP_305/CASAR/CASAR_ORACION_1.eaf
Vamos nosotros dos juntos.,/home/ubuntu/repositories/datasets/PUCP_305/JUNTOS/JUNTOS_ORACION_1.eaf
Vamos nosotros dos juntos.,/home/ubuntu/repositories/datasets/PUCP_305/JUNTOS/JUNTOS_ORACION_1.eaf
Vamos nosotros dos juntos.,/home/ubuntu/repositories/datasets/PUCP_305/JUNTOS/JUNTOS_ORACION_1.eaf
"Ya es hora despues de conversar mucho, bueno me despido.",/home/ubuntu/repositories/datasets/PUCP_305/CHAU/CHAU_ORACION_2.eaf
"Ya es hora despues de conversar mucho, bueno me despido.",/home/ubuntu/repositories/datasets/PUCP_305/CHAU/CHAU_ORACION_2.eaf
"Ya es hora despues de conversar mucho, bueno me despido.",/home/ubuntu/repositories/datasets/PUCP_305/CHAU/CHAU_ORACION_2.eaf
"Ya es hora despues de conversar mucho, bueno me despido.",/home/ubuntu/repositories/datasets/PUCP_305/CHAU/CHAU_ORACION_2.eaf
Por curiosidad quisiera saber con un adivino quién me ha robado el dinero.,/home/ubuntu/repositories/datasets/PUCP_305/ADIVINA/ADIVINA_ORACION_1.eaf
Por curiosidad quisiera saber con un adivino quién me ha robado el dinero.,/home/ubuntu/repositories/datasets/PUCP_305/ADIVINA/ADIVINA_ORACION_1.eaf
Por curiosidad quisiera saber con un adivino quién me ha robado el dinero.,/home/ubuntu/repositories/datasets/PUCP_305/ADIVINA/ADIVINA_ORACION_1.eaf
Por curiosidad quisiera saber con un adivino quién me ha robado el dinero.,/home/ubuntu/repositories/datasets/PUCP_305/ADIVINA/ADIVINA_ORACION_1.eaf
Por curiosidad quisiera saber con un adivino quién me ha robado el dinero.,/home/ubuntu/repositories/datasets/PUCP_305/ADIVINA/ADIVINA_ORACION_1.eaf
Yo ya las vi a esas dos personas señando y ya lo capté. ,/home/ubuntu/repositories/datasets/PUCP_305/CAPTAR/CAPTAR_ORACION_3.eaf
Yo ya las vi a esas dos personas señando y ya lo capté. ,/home/ubuntu/repositories/datasets/PUCP_305/CAPTAR/CAPTAR_ORACION_3.eaf
Yo ya las vi a esas dos personas señando y ya lo capté. ,/home/ubuntu/repositories/datasets/PUCP_305/CAPTAR/CAPTAR_ORACION_3.eaf
Yo ya las vi a esas dos personas señando y ya lo capté. ,/home/ubuntu/repositories/datasets/PUCP_305/CAPTAR/CAPTAR_ORACION_3.eaf
Ja ja ja. Así que eres cornudo. Ja ja ja,/home/ubuntu/repositories/datasets/PUCP_305/CORNUDO/CORNUDO_ORACION_3.eaf
"Veo el cajón, lo abro, guardo los libros y al terminar lo cierro.",/home/ubuntu/repositories/datasets/PUCP_305/CAJON/CAJON_ORACION_2.eaf
"Veo el cajón, lo abro, guardo los libros y al terminar lo cierro.",/home/ubuntu/repositories/datasets/PUCP_305/CAJON/CAJON_ORACION_2.eaf
"Veo el cajón, lo abro, guardo los libros y al terminar lo cierro.",/home/ubuntu/repositories/datasets/PUCP_305/CAJON/CAJON_ORACION_2.eaf
"Veo el cajón, lo abro, guardo los libros y al terminar lo cierro.",/home/ubuntu/repositories/datasets/PUCP_305/CAJON/CAJON_ORACION_2.eaf
"¡Ingresa, por favor!",/home/ubuntu/repositories/datasets/PUCP_305/ENTRAR/ENTRAR_ORACION_2.eaf
"¡Ingresa, por favor!",/home/ubuntu/repositories/datasets/PUCP_305/ENTRAR/ENTRAR_ORACION_2.eaf
"¡Ingresa, por favor!",/home/ubuntu/repositories/datasets/PUCP_305/ENTRAR/ENTRAR_ORACION_2.eaf
Dormí toda la noche hasta el amanecer. ,/home/ubuntu/repositories/datasets/PUCP_305/AMANECER/AMANECER_ORACION_3.eaf
Dormí toda la noche hasta el amanecer. ,/home/ubuntu/repositories/datasets/PUCP_305/AMANECER/AMANECER_ORACION_3.eaf
Dormí toda la noche hasta el amanecer. ,/home/ubuntu/repositories/datasets/PUCP_305/AMANECER/AMANECER_ORACION_3.eaf
"Yo agarro ropa, busco abrigos y escojo de ahí una casaca bonita para calentarme porque tenía frío y me voy caminando.",/home/ubuntu/repositories/datasets/PUCP_305/CASACA/CASACA_ORACION_1.eaf
"Yo agarro ropa, busco abrigos y escojo de ahí una casaca bonita para calentarme porque tenía frío y me voy caminando.",/home/ubuntu/repositories/datasets/PUCP_305/CASACA/CASACA_ORACION_1.eaf
"Yo agarro ropa, busco abrigos y escojo de ahí una casaca bonita para calentarme porque tenía frío y me voy caminando.",/home/ubuntu/repositories/datasets/PUCP_305/CASACA/CASACA_ORACION_1.eaf
"Yo agarro ropa, busco abrigos y escojo de ahí una casaca bonita para calentarme porque tenía frío y me voy caminando.",/home/ubuntu/repositories/datasets/PUCP_305/CASACA/CASACA_ORACION_1.eaf
"Yo agarro ropa, busco abrigos y escojo de ahí una casaca bonita para calentarme porque tenía frío y me voy caminando.",/home/ubuntu/repositories/datasets/PUCP_305/CASACA/CASACA_ORACION_1.eaf
"Yo agarro ropa, busco abrigos y escojo de ahí una casaca bonita para calentarme porque tenía frío y me voy caminando.",/home/ubuntu/repositories/datasets/PUCP_305/CASACA/CASACA_ORACION_1.eaf
"Yo agarro ropa, busco abrigos y escojo de ahí una casaca bonita para calentarme porque tenía frío y me voy caminando.",/home/ubuntu/repositories/datasets/PUCP_305/CASACA/CASACA_ORACION_1.eaf
Vamos a donde las cartas de Tarot por curiosidad.,/home/ubuntu/repositories/datasets/PUCP_305/CARTAS-DE-TAROT/CARTAS-DE-TAROT_ORACION_1.eaf
El fútbol es difícil,/home/ubuntu/repositories/datasets/PUCP_305/DIFICIL/DIFICIL_ORACION_2.eaf
Yo sudo mucho.,/home/ubuntu/repositories/datasets/PUCP_305/SUDAR/SUDAR_ORACION_3.eaf
Yo sudo mucho.,/home/ubuntu/repositories/datasets/PUCP_305/SUDAR/SUDAR_ORACION_3.eaf
Yo soy feliz viajando.,/home/ubuntu/repositories/datasets/PUCP_305/FELIZ/FELIZ_ORACION_2.eaf
Yo soy feliz viajando.,/home/ubuntu/repositories/datasets/PUCP_305/FELIZ/FELIZ_ORACION_2.eaf
"Agarro el reloj y lo miro, le pregunto ¿Cuántos está este? está cien, sostengo y miro.",/home/ubuntu/repositories/datasets/PUCP_305/CIEN/CIEN_ORACION_2.eaf
"Agarro el reloj y lo miro, le pregunto ¿Cuántos está este? está cien, sostengo y miro.",/home/ubuntu/repositories/datasets/PUCP_305/CIEN/CIEN_ORACION_2.eaf
Las avionetas se cruzan.,/home/ubuntu/repositories/datasets/PUCP_305/AVIONETA/AVIONETA_ORACION_1.eaf
Las avionetas se cruzan.,/home/ubuntu/repositories/datasets/PUCP_305/AVIONETA/AVIONETA_ORACION_1.eaf
Las avionetas se cruzan.,/home/ubuntu/repositories/datasets/PUCP_305/AVIONETA/AVIONETA_ORACION_1.eaf
Me llamó de repente que le dije que espera.,/home/ubuntu/repositories/datasets/PUCP_305/ESPERAR/ESPERAR_ORACION_4.eaf
Me llamó de repente que le dije que espera.,/home/ubuntu/repositories/datasets/PUCP_305/ESPERAR/ESPERAR_ORACION_4.eaf
"Yo caminaba, miré algo, me tropecé y me caí por no darme cuenta.",/home/ubuntu/repositories/datasets/PUCP_305/CAER/CAER_ORACION_1.eaf
"Yo caminaba, miré algo, me tropecé y me caí por no darme cuenta.",/home/ubuntu/repositories/datasets/PUCP_305/CAER/CAER_ORACION_1.eaf
Yo tipeaba hasta el amanecer.,/home/ubuntu/repositories/datasets/PUCP_305/ANOCHECER/ANOCHECER_ORACION_1.eaf
Yo tipeaba hasta el amanecer.,/home/ubuntu/repositories/datasets/PUCP_305/ANOCHECER/ANOCHECER_ORACION_1.eaf
Yo vi diez sordos en un colegio nada más.,/home/ubuntu/repositories/datasets/PUCP_305/DIEZ/DIEZ_ORACION_2.eaf
Yo vi diez sordos en un colegio nada más.,/home/ubuntu/repositories/datasets/PUCP_305/DIEZ/DIEZ_ORACION_2.eaf
Yo vi diez sordos en un colegio nada más.,/home/ubuntu/repositories/datasets/PUCP_305/DIEZ/DIEZ_ORACION_2.eaf
Yo vi diez sordos en un colegio nada más.,/home/ubuntu/repositories/datasets/PUCP_305/DIEZ/DIEZ_ORACION_2.eaf
Yo vi diez sordos en un colegio nada más.,/home/ubuntu/repositories/datasets/PUCP_305/DIEZ/DIEZ_ORACION_2.eaf
"Dime, mejor vamos a trabajar. - Aguarda, disculpa pero soy joven y me dedico a estudiar ahora.",/home/ubuntu/repositories/datasets/PUCP_305/JOVEN/JOVEN_ORACION_1.eaf
"Dime, mejor vamos a trabajar. - Aguarda, disculpa pero soy joven y me dedico a estudiar ahora.",/home/ubuntu/repositories/datasets/PUCP_305/JOVEN/JOVEN_ORACION_1.eaf
"Dime, mejor vamos a trabajar. - Aguarda, disculpa pero soy joven y me dedico a estudiar ahora.",/home/ubuntu/repositories/datasets/PUCP_305/JOVEN/JOVEN_ORACION_1.eaf
"Dime, mejor vamos a trabajar. - Aguarda, disculpa pero soy joven y me dedico a estudiar ahora.",/home/ubuntu/repositories/datasets/PUCP_305/JOVEN/JOVEN_ORACION_1.eaf
"Dime, mejor vamos a trabajar. - Aguarda, disculpa pero soy joven y me dedico a estudiar ahora.",/home/ubuntu/repositories/datasets/PUCP_305/JOVEN/JOVEN_ORACION_1.eaf
"Dime, mejor vamos a trabajar. - Aguarda, disculpa pero soy joven y me dedico a estudiar ahora.",/home/ubuntu/repositories/datasets/PUCP_305/JOVEN/JOVEN_ORACION_1.eaf
"Dime, mejor vamos a trabajar. - Aguarda, disculpa pero soy joven y me dedico a estudiar ahora.",/home/ubuntu/repositories/datasets/PUCP_305/JOVEN/JOVEN_ORACION_1.eaf
"Dime, mejor vamos a trabajar. - Aguarda, disculpa pero soy joven y me dedico a estudiar ahora.",/home/ubuntu/repositories/datasets/PUCP_305/JOVEN/JOVEN_ORACION_1.eaf
Estoy fregada con mi embarazo,/home/ubuntu/repositories/datasets/PUCP_305/FREGADO/FREGADO_ORACION_1.eaf
Estoy fregada con mi embarazo,/home/ubuntu/repositories/datasets/PUCP_305/FREGADO/FREGADO_ORACION_1.eaf
"Atenta, por favor. Entiendelo.",/home/ubuntu/repositories/datasets/PUCP_305/ENTENDER/ENTENDER_ORACION_2.eaf
"Atenta, por favor. Entiendelo.",/home/ubuntu/repositories/datasets/PUCP_305/ENTENDER/ENTENDER_ORACION_2.eaf
"Pucha, yo quiero helado, ya salió el sol y hace calor.",/home/ubuntu/repositories/datasets/PUCP_305/CALOR/CALOR_ORACION_1.eaf
"Pucha, yo quiero helado, ya salió el sol y hace calor.",/home/ubuntu/repositories/datasets/PUCP_305/CALOR/CALOR_ORACION_1.eaf
"Pucha, yo quiero helado, ya salió el sol y hace calor.",/home/ubuntu/repositories/datasets/PUCP_305/CALOR/CALOR_ORACION_1.eaf
"Pucha, yo quiero helado, ya salió el sol y hace calor.",/home/ubuntu/repositories/datasets/PUCP_305/CALOR/CALOR_ORACION_1.eaf
"Pucha, yo quiero helado, ya salió el sol y hace calor.",/home/ubuntu/repositories/datasets/PUCP_305/CALOR/CALOR_ORACION_1.eaf
" ¿Voy sola? No, igual me acompañas caminando ",/home/ubuntu/repositories/datasets/PUCP_305/IGUAL/IGUAL_ORACION_3.eaf
" ¿Voy sola? No, igual me acompañas caminando ",/home/ubuntu/repositories/datasets/PUCP_305/IGUAL/IGUAL_ORACION_3.eaf
"Oye, yo busco a mi hijo ¿dónde está?Por allá¡Ah, ahí estás!",/home/ubuntu/repositories/datasets/PUCP_305/ALLA/ALLA_ORACION_1.eaf
"Oye, yo busco a mi hijo ¿dónde está?Por allá¡Ah, ahí estás!",/home/ubuntu/repositories/datasets/PUCP_305/ALLA/ALLA_ORACION_1.eaf
"Oye, yo busco a mi hijo ¿dónde está?Por allá¡Ah, ahí estás!",/home/ubuntu/repositories/datasets/PUCP_305/ALLA/ALLA_ORACION_1.eaf
"Oye, yo busco a mi hijo ¿dónde está?Por allá¡Ah, ahí estás!",/home/ubuntu/repositories/datasets/PUCP_305/ALLA/ALLA_ORACION_1.eaf
"Oye, yo busco a mi hijo ¿dónde está?Por allá¡Ah, ahí estás!",/home/ubuntu/repositories/datasets/PUCP_305/ALLA/ALLA_ORACION_1.eaf
Ahora me cambio la ropa.,/home/ubuntu/repositories/datasets/PUCP_305/AHORA/AHORA_ORACION_1.eaf
"¿A cuánto está este paquete? está cien, a cien.",/home/ubuntu/repositories/datasets/PUCP_305/CIEN/CIEN_ORACION_1.eaf
Sé cómo hacer la brujería.,/home/ubuntu/repositories/datasets/PUCP_305/BRUJERIA/BRUJERIA_ORACION_1.eaf
Ví desaparecer un bote.,/home/ubuntu/repositories/datasets/PUCP_305/DESAPARECER/DESAPARECER_ORACION_2.eaf
Ví desaparecer un bote.,/home/ubuntu/repositories/datasets/PUCP_305/DESAPARECER/DESAPARECER_ORACION_2.eaf
"No debo pensar en el futuro sino de presente, como soy joven necesito pensar, tener mi libertad y ser persona social.",/home/ubuntu/repositories/datasets/PUCP_305/JOVEN/JOVEN_ORACION_2.eaf
"No debo pensar en el futuro sino de presente, como soy joven necesito pensar, tener mi libertad y ser persona social.",/home/ubuntu/repositories/datasets/PUCP_305/JOVEN/JOVEN_ORACION_2.eaf
"No debo pensar en el futuro sino de presente, como soy joven necesito pensar, tener mi libertad y ser persona social.",/home/ubuntu/repositories/datasets/PUCP_305/JOVEN/JOVEN_ORACION_2.eaf
"No debo pensar en el futuro sino de presente, como soy joven necesito pensar, tener mi libertad y ser persona social.",/home/ubuntu/repositories/datasets/PUCP_305/JOVEN/JOVEN_ORACION_2.eaf
"No debo pensar en el futuro sino de presente, como soy joven necesito pensar, tener mi libertad y ser persona social.",/home/ubuntu/repositories/datasets/PUCP_305/JOVEN/JOVEN_ORACION_2.eaf
"No debo pensar en el futuro sino de presente, como soy joven necesito pensar, tener mi libertad y ser persona social.",/home/ubuntu/repositories/datasets/PUCP_305/JOVEN/JOVEN_ORACION_2.eaf
"No debo pensar en el futuro sino de presente, como soy joven necesito pensar, tener mi libertad y ser persona social.",/home/ubuntu/repositories/datasets/PUCP_305/JOVEN/JOVEN_ORACION_2.eaf
"Mira, nos encontramos por ese colegio.",/home/ubuntu/repositories/datasets/PUCP_305/ENCONTRAR/ENCONTRAR_ORACION_2.eaf
Dos helicópteros se cruzan en el cielo,/home/ubuntu/repositories/datasets/PUCP_305/HELICOPTERO/HELICOPTERO_ORACION_1.eaf
Dos helicópteros se cruzan en el cielo,/home/ubuntu/repositories/datasets/PUCP_305/HELICOPTERO/HELICOPTERO_ORACION_1.eaf
En una caja pequeña guardo aretes y el anillo.,/home/ubuntu/repositories/datasets/PUCP_305/CAJA/CAJA_ORACION_3.eaf
En una caja pequeña guardo aretes y el anillo.,/home/ubuntu/repositories/datasets/PUCP_305/CAJA/CAJA_ORACION_3.eaf
En una caja pequeña guardo aretes y el anillo.,/home/ubuntu/repositories/datasets/PUCP_305/CAJA/CAJA_ORACION_3.eaf
Aquí es donde se fundó la universidad hace mucho.,/home/ubuntu/repositories/datasets/PUCP_305/FUNDAR/FUNDAR_ORACION_2.eaf
Aquí es donde se fundó la universidad hace mucho.,/home/ubuntu/repositories/datasets/PUCP_305/FUNDAR/FUNDAR_ORACION_2.eaf
Aquí es donde se fundó la universidad hace mucho.,/home/ubuntu/repositories/datasets/PUCP_305/FUNDAR/FUNDAR_ORACION_2.eaf
Aquí es donde se fundó la universidad hace mucho.,/home/ubuntu/repositories/datasets/PUCP_305/FUNDAR/FUNDAR_ORACION_2.eaf
Aquí es donde se fundó la universidad hace mucho.,/home/ubuntu/repositories/datasets/PUCP_305/FUNDAR/FUNDAR_ORACION_2.eaf
"Ya compré pan y huevo, me lo llevo.",/home/ubuntu/repositories/datasets/PUCP_305/COMPRAR/COMPRAR_ORACION_1.eaf
"Ya compré pan y huevo, me lo llevo.",/home/ubuntu/repositories/datasets/PUCP_305/COMPRAR/COMPRAR_ORACION_1.eaf
"Ya compré pan y huevo, me lo llevo.",/home/ubuntu/repositories/datasets/PUCP_305/COMPRAR/COMPRAR_ORACION_1.eaf
Yo vi un gato ahí dentro,/home/ubuntu/repositories/datasets/PUCP_305/DENTRO/DENTRO_ORACION_1.eaf
Yo vi un gato ahí dentro,/home/ubuntu/repositories/datasets/PUCP_305/DENTRO/DENTRO_ORACION_1.eaf
Estoy feliz porque termino de ingresar a la universidad. /Estoy feliz por haber ingresado a la universidad.,/home/ubuntu/repositories/datasets/PUCP_305/FELIZ/FELIZ_ORACION_1.eaf
"Miren, ya empezó la clase.",/home/ubuntu/repositories/datasets/PUCP_305/EMPEZAR/EMPEZAR_ORACION_1.eaf
